CustomerID,Recency,Frequency,Monetary
15680,9,3,1333.68
15681,25,5,1426.16
15683,117,1,193.75
15687,8,9,2993.1
15689,119,2,254.1
15690,4,2,239.76
15691,252,1,136.8
15692,28,1,191.04
15694,0,13,6464.4
15695,266,2,409.98
15696,33,8,2685.76
15699,17,1,309.65
15700,172,2,696.68
15701,2,4,1515.86
15703,264,1,211.5
15704,140,4,2293.62
15705,201,1,143.1
15706,63,4,1060.56
15707,35,4,888.38
15708,40,7,3110.01
15709,283,1,133.25
15712,9,5,1072.36
15713,143,2,356.7
15714,11,2,329.18
15716,145,4,1083.41
15717,234,1,150.3
15719,32,13,5012.88
15720,24,1,598.73
15721,11,1,435.72
15722,35,5,2199.86
15723,364,1,178.3
15724,201,2,218.25
15725,15,1,415.25
15727,16,7,5139.16
15729,212,1,85.0
15730,65,3,1120.88
15732,212,2,294.12
15733,282,1,162.3
15734,114,2,1339.45
15737,14,7,1171.12
15738,18,16,4812.42
15739,66,1,449.12
15740,49,1,154.88
15743,16,4,767.46
15744,77,1,34.8
15745,19,4,1094.59
15746,134,1,196.88
15747,12,3,919.24
15748,40,1,139.41
15749,235,3,9370.52
15750,2,8,2460.62
15752,39,7,2615.82
15753,304,1,79.2
15754,51,3,458.57
15755,10,6,2364.25
15756,61,4,523.06
15757,65,2,714.42
15758,24,1,205.25
15759,218,3,253.04
15762,65,2,583.75
15763,31,2,1086.92
15764,88,6,3279.97
15766,64,1,315.06
15768,115,3,621.83
15769,7,19,9370.52
15773,5,1,635.68
15774,68,1,270.8
15775,245,1,104.9
15776,133,1,241.62
15777,241,4,1047.11
15780,183,3,475.28
15781,25,3,345.46
15782,9,3,2614.74
15783,10,1,246.3
15785,32,5,2328.97
15786,46,3,4905.8
15787,26,3,918.47
15789,358,1,351.3
15790,10,1,216.65
15791,43,2,1612.69
15793,14,3,965.61
15795,149,1,610.01
15796,1,8,2704.66
15797,113,3,2192.4
15799,75,3,884.14
15800,107,2,694.7
15801,46,3,1063.95
15803,51,1,415.82
15804,0,13,4206.39
15805,23,17,5447.88
15806,46,3,784.58
15807,50,3,903.9
15808,306,4,3571.32
15809,36,5,515.77
15810,78,4,1391.98
15811,22,6,2218.62
15812,107,5,1801.14
15813,207,2,1303.91
15814,16,4,1945.33
15815,63,5,2100.6
15819,49,4,1905.45
15820,319,1,206.98
15821,44,2,570.96
15822,3,2,885.47
15825,172,1,532.94
15826,56,3,1654.31
15827,73,14,1836.09
15829,99,2,636.14
15830,37,1,576.0
15831,58,3,787.52
15832,254,1,836.79
15834,70,4,2214.05
15835,44,4,954.09
15836,50,1,137.37
15837,64,1,391.98
15838,11,19,9370.52
15839,33,3,1048.49
15840,58,2,355.56
15841,72,4,1224.06
15843,303,1,118.95
15844,46,1,130.74
15845,17,8,3711.77
15847,38,2,389.27
15850,19,2,230.91
15852,186,2,160.71
15853,51,1,110.8
15854,4,12,2963.59
15855,136,5,712.24
15856,4,19,9370.52
15857,18,1,297.0
15858,15,5,1416.29
15860,40,8,953.11
15861,12,8,3128.48
15862,8,4,832.88
15863,25,2,68.84
15864,22,6,1936.32
15865,40,3,895.13
15866,101,1,193.25
15867,5,15,3801.1
15869,277,2,149.64
15870,32,1,348.79
15872,14,2,276.52
15874,63,7,4405.88
15877,1,2,488.23
15880,369,1,318.38
15881,312,5,501.39
15882,198,4,514.08
15883,2,2,396.48
15885,93,1,349.35
15886,60,1,181.09
15888,80,1,162.64
15889,156,2,380.32
15891,226,1,496.29
15894,253,2,252.3
15895,149,1,179.17
15897,194,2,195.13
15898,1,5,1378.78
15899,368,1,56.25
15900,23,1,325.4
15901,16,3,337.6
15903,9,7,5126.76
15904,8,1,164.68
15906,19,7,1567.69
15907,3,3,797.14
15909,173,1,191.94
15910,0,8,1225.58
15912,178,2,264.62
15916,16,8,1477.63
15917,247,1,123.1
15918,190,2,334.23
15919,19,2,433.64
15920,154,3,163.55
15921,172,1,310.03
15922,373,1,369.5
15923,372,1,127.08
15925,194,1,207.15
15930,67,1,426.63
15932,4,8,2495.87
15933,21,3,1107.46
15935,239,1,108.04
15937,64,1,145.35
15938,112,5,404.58
15939,89,14,6100.01
15940,311,1,35.8
15942,133,1,337.44
15944,276,1,325.1
15945,365,1,181.0
15947,82,1,1708.24
15948,8,2,955.24
15949,16,2,364.72
15950,31,4,1723.91
15951,8,2,708.22
15952,33,4,757.25
15953,15,8,1655.18
15955,24,14,4416.26
15957,31,1,428.89
15958,74,1,104.35
15963,19,2,470.76
15965,17,4,775.4
15967,23,2,376.53
15969,2,3,666.1
15970,303,1,314.1
15971,17,12,4194.9
15973,366,1,307.82
15974,39,7,3442.15
15975,84,1,371.01
15976,165,2,424.34
15977,17,2,1054.73
15978,77,1,1098.78
15980,88,3,2398.86
15981,24,8,3408.48
15983,22,4,1455.22
15984,2,10,2726.14
15985,123,2,1142.42
15986,30,1,168.12
15987,12,7,1414.26
15988,19,1,155.53
15990,44,2,792.11
15992,3,1,41.99
15993,8,7,2750.73
15994,54,1,401.47
15996,88,6,1004.48
15998,36,5,3070.47
16000,2,3,9370.52
16003,29,5,2735.37
16005,12,4,544.73
16006,211,1,101.4
16007,47,4,1685.68
16008,23,3,478.78
16009,22,4,952.36
16010,245,3,380.25
16011,8,16,3343.21
16012,35,3,1415.29
16013,3,19,9370.52
16014,37,3,631.28
16015,3,3,703.42
16016,3,8,1422.26
16017,47,1,211.88
16018,39,2,408.9
16019,46,9,3786.24
16020,16,3,851.01
16022,260,1,576.98
16023,46,3,719.81
16024,12,1,245.54
16025,29,1,439.66
16026,43,1,236.09
16027,91,6,934.62
16029,38,19,9370.52
16030,309,1,331.24
16031,92,2,546.86
16033,5,19,8741.24
16034,196,3,437.7
16036,87,2,758.92
16037,269,3,855.02
16038,7,3,471.78
16040,65,3,1313.55
16041,30,3,3166.4
16042,22,5,1157.67
16043,37,4,773.99
16045,119,4,1340.7
16048,373,2,256.44
16049,40,3,1038.38
16050,173,1,137.9
16052,54,1,362.06
16053,32,2,1511.95
16054,145,1,783.9
16055,220,1,134.8
16056,45,1,636.65
16057,16,7,2263.12
16059,65,6,1446.46
16062,9,4,1153.62
16063,260,1,335.32
16065,365,1,362.19
16066,16,5,1520.21
16070,22,2,852.15
16071,44,1,326.24
16072,288,1,584.32
16073,297,1,122.4
16076,3,10,2234.73
16078,283,1,79.2
16079,16,3,1352.0
16080,81,2,217.16
16081,56,5,2792.33
16083,100,2,1317.62
16084,299,1,436.18
16085,23,5,981.51
16086,59,5,1121.39
16091,154,2,315.06
16092,114,3,817.86
16093,106,1,17.0
16094,11,4,1078.23
16096,264,1,320.62
16097,240,1,185.05
16098,87,7,2005.63
16099,50,3,731.9
16101,70,1,1290.7
16102,42,3,1842.14
16103,7,6,1429.64
16104,61,1,294.06
16105,248,1,336.96
16106,65,1,108.38
16107,17,7,3204.16
16108,84,1,842.5
16109,218,2,611.88
16110,45,3,1304.42
16112,143,4,195.74
16113,183,1,161.38
16114,170,1,135.75
16115,9,8,1653.79
16116,211,1,612.78
16117,189,1,232.21
16119,8,2,423.36
16120,59,4,1309.14
16121,57,2,842.86
16122,73,4,684.42
16123,51,1,307.78
16124,317,1,249.0
16125,367,1,289.35
16126,29,4,6287.77
16127,39,1,656.25
16128,17,5,1880.22
16131,51,6,3506.54
16133,3,19,9370.52
16134,21,2,618.09
16135,262,1,517.55
16136,59,3,709.38
16139,18,3,635.41
16140,65,2,725.18
16141,88,1,620.4
16142,249,1,535.34
16143,3,6,2424.94
16144,246,1,175.2
16145,8,11,3799.49
16146,157,3,734.13
16147,133,1,375.0
16148,296,1,76.32
16149,4,2,280.52
16150,42,5,2053.02
16152,268,1,1829.04
16153,49,5,1824.23
16156,8,9,3062.04
16157,15,3,656.69
16159,281,1,348.2
16160,65,2,1025.44
16161,1,19,5491.78
16162,252,1,37.4
16163,232,2,856.6
16164,17,3,822.48
16168,10,19,3787.6
16169,8,4,1822.97
16170,50,6,1885.05
16171,59,1,73.2
16172,95,5,1140.21
16173,15,6,1418.32
16174,126,3,1009.55
16175,94,4,1037.59
16177,50,1,331.95
16178,138,1,197.9
16179,60,1,215.83
16180,100,8,9370.52
16181,73,1,305.54
16182,72,4,6617.65
16183,67,1,338.71
16184,64,6,1158.79
16185,16,2,529.41
16186,22,12,4006.94
16187,31,15,6911.44
16188,44,4,981.86
16189,15,2,215.48
16190,40,1,215.08
16191,2,13,5180.52
16193,236,1,314.45
16198,75,1,400.68
16200,4,2,1058.77
16201,3,4,1863.47
16202,360,1,365.27
16203,58,4,592.9
16204,23,1,362.65
16205,30,4,747.28
16206,54,4,537.06
16207,25,1,394.38
16208,44,2,664.26
16209,88,5,2262.62
16210,1,17,9370.52
16211,88,1,547.02
16212,19,2,690.34
16213,78,1,159.0
16214,170,3,1062.75
16215,80,1,242.35
16216,267,1,914.93
16217,235,2,304.25
16218,29,7,3084.68
16221,36,3,856.86
16222,318,1,700.93
16224,57,4,1295.3
16225,44,5,1096.32
16226,203,3,255.12
16227,225,1,314.22
16229,87,2,1010.6
16230,189,2,542.03
16232,43,4,990.88
16233,71,3,536.68
16235,40,4,857.31
16236,78,1,432.2
16239,56,2,414.2
16240,24,2,3718.8
16241,9,13,2573.58
16242,8,7,3556.51
16243,33,2,409.1
16244,211,2,1522.75
16245,23,3,1413.66
16247,170,1,114.56
16248,61,1,152.94
16249,52,5,1800.07
16250,261,2,389.44
16253,66,2,3683.86
16255,16,8,2619.91
16256,266,1,752.43
16257,176,1,21.95
16258,45,5,5203.51
16260,50,1,1035.45
16261,17,4,710.25
16265,9,9,5347.0
16266,73,7,861.89
16268,71,2,617.65
16270,353,1,1141.24
16271,15,4,1365.04
16272,116,1,411.7
16274,373,1,325.35
16275,196,1,559.87
16276,176,1,810.6
16278,100,1,566.38
16279,21,3,1495.98
16281,72,1,2062.06
16282,339,1,168.3
16283,5,5,1569.11
16284,31,2,801.39
16287,169,1,142.5
16292,121,1,302.25
16293,21,10,2248.99
16295,9,4,1328.55
16297,268,1,301.9
16298,22,3,598.2
16302,126,1,233.22
16303,25,3,5360.63
16305,138,1,361.22
16306,213,6,632.27
16308,37,4,2560.0
16309,106,2,706.57
16311,17,2,616.26
16313,3,2,274.15
16315,330,1,226.37
16316,64,8,2938.91
16317,119,3,1341.65
16318,35,1,328.15
16319,217,1,404.4
16320,172,2,1038.46
16321,72,5,373.65
16322,1,2,326.75
16323,196,1,207.5
16324,128,3,388.5
16325,46,3,594.24
16326,5,14,2969.98
16327,14,6,3765.72
16330,17,3,251.91
16332,28,7,1572.4
16333,7,19,9370.52
16337,36,1,151.05
16338,157,1,214.8
16339,284,1,78.15
16340,107,1,519.55
16341,24,4,1971.87
16342,75,4,322.41
16343,16,2,286.68
16344,158,1,101.1
16345,44,1,555.51
16347,11,2,829.05
16348,32,7,1361.16
16349,290,1,53.5
16350,21,4,1116.47
16351,332,1,153.9
16352,17,2,494.44
16353,3,19,6675.71
16354,63,2,395.8
16356,197,3,211.77
16357,33,3,658.88
16358,1,4,2027.5
16359,7,9,1750.92
16360,4,6,3388.29
16361,9,4,885.76
16362,32,5,685.21
16363,53,1,109.36
16364,11,2,704.54
16365,17,9,1540.42
16366,18,1,327.3
16367,37,2,796.85
16368,2,2,462.39
16369,18,3,1535.08
16370,82,4,1283.26
16372,33,2,343.53
16374,66,2,452.48
16376,8,2,962.91
16377,267,1,676.2
16378,247,3,362.95
16379,4,4,2157.4
16380,61,1,1705.71
16383,74,2,619.16
16384,89,2,584.5
16385,60,3,553.83
16386,28,2,288.49
16387,322,1,94.36
16389,53,4,1382.07
16392,269,1,214.59
16393,2,13,3037.36
16394,56,5,1555.34
16395,60,5,1477.22
16398,154,2,1705.8
16399,19,2,405.67
16400,94,1,303.93
16401,1,12,4098.32
16402,264,2,287.3
16403,312,1,177.5
16404,70,1,443.05
16405,302,2,167.25
16406,18,1,145.63
16407,12,10,2032.43
16409,36,5,2017.08
16411,19,2,208.75
16412,53,1,120.15
16413,56,1,262.2
16414,21,2,126.25
16415,44,1,190.19
16416,26,3,1051.4
16418,44,3,586.97
16419,112,6,945.19
16422,17,19,9370.52
16423,24,1,346.12
16424,191,1,133.56
16425,302,1,302.7
16426,2,10,1819.27
16427,263,2,241.06
16429,106,1,284.55
16430,57,1,300.85
16431,213,3,603.75
16432,64,1,287.4
16433,28,1,184.26
16434,29,7,1501.35
16438,5,5,798.35
16440,7,5,3640.67
16441,67,2,381.2
16442,1,3,601.81
16444,46,4,654.67
16445,33,1,230.51
16446,205,1,4.95
16447,135,1,252.81
16448,198,1,177.09
16449,197,2,707.69
16450,149,1,311.92
16451,87,1,266.97
16454,64,1,5.9
16455,63,7,1841.18
16456,99,5,2157.99
16457,218,1,208.36
16458,2,18,3482.74
16460,28,3,807.74
16461,177,1,134.42
16462,73,3,136.0
16463,21,4,1422.4
16464,19,3,1282.64
16466,33,7,1588.46
16468,74,1,74.9
16469,23,4,600.41
16470,51,4,744.0
16471,274,1,223.95
16473,164,3,316.11
16474,7,7,1750.42
16475,88,4,544.3
16477,63,7,2494.46
16478,25,3,331.0
16479,10,2,300.83
16480,75,1,769.29
16482,15,1,220.62
16483,192,1,139.35
16484,173,2,404.3
16485,77,1,363.65
16488,33,3,498.8
16491,46,1,731.5
16493,79,4,1351.63
16494,296,1,826.53
16495,3,3,623.96
16496,8,3,1599.52
16497,49,6,2965.69
16498,161,2,100.97
16499,360,2,365.45
16500,4,6,400.86
16503,106,4,1431.93
16504,25,1,447.38
16505,31,1,777.6
16506,19,2,90.3
16509,296,1,363.7
16510,372,1,248.1
16511,21,3,884.4
16513,4,4,874.59
16515,52,5,1621.15
16516,30,1,101.7
16517,277,1,162.7
16518,61,2,484.32
16519,25,2,212.98
16520,186,3,1046.57
16523,1,19,9370.52
16525,2,19,9370.52
16526,171,1,290.36
16527,81,1,228.06
16528,3,1,244.41
16529,190,1,455.25
16531,22,7,1244.59
16532,17,3,6748.8
16533,19,3,1070.06
16535,5,1,593.75
16536,110,1,547.27
16539,2,4,1388.81
16542,53,1,119.62
16545,164,1,339.3
16546,290,2,787.15
16549,10,10,3921.01
16550,108,5,2298.97
16551,95,3,922.12
16552,242,2,379.73
16553,163,12,5719.82
16554,42,3,837.1
16555,35,2,285.89
16556,66,7,3313.79
16557,24,2,281.85
16558,0,19,8338.49
16560,26,2,841.41
16561,5,2,511.12
16563,53,1,1077.74
16565,364,1,173.7
16566,15,5,614.66
16567,194,2,865.6
16569,3,1,124.2
16570,15,10,3738.4
16571,26,3,1421.69
16572,127,3,1009.6
16573,84,2,663.61
16574,71,1,451.44
16581,182,1,105.84
16582,113,1,313.62
16583,373,1,233.45
16584,80,2,936.08
16586,248,1,463.95
16587,232,1,225.15
16589,71,3,459.24
16591,68,1,213.5
16592,4,16,4113.68
16593,50,3,330.03
16594,75,1,181.09
16595,61,1,360.16
16596,15,2,250.15
16597,4,1,90.04
16598,285,1,145.05
16600,4,6,813.52
16601,40,1,239.43
16602,36,1,528.08
16603,74,2,482.47
16607,17,14,3347.71
16609,15,7,5493.46
16610,219,1,75.66
16611,186,1,129.49
16612,32,4,1187.66
16613,70,1,618.59
16614,182,1,506.19
16616,15,2,500.42
16617,235,1,151.85
16618,31,5,2647.59
16619,263,1,226.21
16620,3,2,178.96
16621,51,4,813.48
16623,245,1,129.45
16624,80,2,810.57
16625,274,1,333.08
16626,0,17,4413.1
16627,79,1,322.8
16628,29,5,2188.05
16629,73,2,399.53
16633,17,6,2883.1
16634,222,2,217.9
16637,32,4,1154.47
16638,22,10,1680.72
16639,31,3,1257.51
16641,105,1,231.1
16642,4,2,688.33
16643,245,1,487.51
16644,177,2,833.78
16647,169,2,214.06
16648,42,1,290.66
16650,71,1,518.42
16652,58,7,6773.97
16653,16,2,1212.66
16654,141,4,601.27
16655,17,6,3784.52
16656,22,15,8625.8
16657,9,4,816.49
16658,368,1,123.24
16659,189,1,39.12
16660,16,4,1267.65
16665,362,1,135.4
16666,19,1,118.98
16667,68,2,564.23
16668,15,6,306.72
16669,23,2,1318.49
16670,16,11,4095.9
16671,28,3,1692.27
16672,2,19,8134.94
16674,54,2,288.87
16676,33,4,1592.12
16678,2,12,3109.99
16679,366,1,129.75
16680,43,1,183.7
16681,72,6,1770.34
16682,4,5,1028.0
16684,4,19,9370.52
16685,61,2,324.24
16686,47,7,2856.93
16688,1,4,1260.86
16689,75,2,422.6
16690,72,2,225.58
16692,256,2,1126.0
16693,68,2,473.71
16696,135,4,657.9
16697,241,1,112.75
16698,226,2,1998.0
16700,8,13,5076.55
16701,8,13,5398.3
16705,0,19,9370.52
16706,37,3,531.35
16708,45,1,656.63
16709,84,5,3029.87
16710,19,10,2452.94
16711,3,5,1651.03
16712,9,11,3569.54
16713,18,15,6898.43
16714,317,2,1081.59
16715,78,1,301.72
16716,266,2,901.2
16717,23,6,3827.78
16718,369,1,588.35
16719,14,7,1750.02
16720,26,1,150.66
16721,262,1,292.47
16722,17,13,4730.81
16723,91,2,563.65
16725,302,6,734.07
16726,26,5,1335.46
16727,364,1,239.82
16728,46,4,1041.89
16729,38,19,7167.42
16730,52,3,743.11
16732,31,1,603.75
16734,52,3,643.01
16735,78,5,2228.46
16737,53,1,417.6
16738,297,1,4.95
16739,176,1,323.0
16743,29,7,2188.17
16744,11,7,1279.06
16745,86,17,7167.1
16746,4,18,6664.51
16747,37,2,836.06
16748,17,5,1515.9
16750,44,5,623.93
16751,30,1,1764.72
16752,372,1,207.5
16753,58,1,223.92
16754,372,1,2002.4
16755,114,3,1454.03
16756,214,1,239.4
16757,318,1,106.83
16758,65,1,369.34
16759,7,3,789.79
16761,96,1,316.62
16762,19,3,913.1
16763,198,1,611.85
16764,3,13,2782.65
16765,294,1,34.0
16766,273,2,1145.6
16767,30,11,5570.52
16768,47,3,478.09
16769,260,1,342.69
16770,57,5,744.1
16771,33,5,2226.41
16773,57,1,171.59
16774,67,4,661.52
16775,10,11,1687.36
16776,60,1,354.8
16777,80,2,218.89
16778,74,2,245.94
16779,2,19,9370.52
16780,100,2,419.29
16781,372,1,311.25
16782,10,13,2256.0
16784,19,1,107.6
16788,123,2,589.65
16789,8,1,80.8
16790,3,6,1545.62
16791,29,7,1677.03
16792,282,2,110.38
16793,57,1,243.84
16794,1,10,1168.27
16795,365,1,414.88
16796,89,1,305.62
16800,11,1,1125.3
16801,163,4,1568.73
16803,65,1,332.3
16804,23,3,536.99
16805,173,2,460.59
16806,103,4,696.88
16807,142,3,1121.59
16808,99,2,288.42
16809,23,5,914.69
16810,192,1,309.54
16811,4,2,547.07
16812,360,1,479.35
16813,8,10,1611.38
16814,14,19,6329.4
16816,103,4,417.06
16817,2,9,1604.75
16818,10,11,3349.57
16820,95,1,497.61
16823,227,1,358.38
16824,15,2,460.64
16825,38,2,775.18
16826,51,1,341.7
16828,112,1,113.5
16829,156,1,197.22
16830,38,1,325.91
16832,184,3,199.15
16833,1,4,1106.53
16834,227,1,413.46
16835,128,2,180.85
16836,39,2,251.87
16837,31,11,3170.98
16838,197,2,588.85
16839,8,19,9370.52
16841,36,6,1869.82
16842,100,3,1264.19
16843,42,16,9370.52
16846,50,1,214.32
16847,43,1,193.44
16848,52,1,281.42
16849,186,1,124.57
16850,333,1,332.41
16851,4,3,342.45
16852,10,2,144.91
16855,23,2,328.4
16856,14,1,35.4
16858,368,1,375.69
16859,144,2,747.81
16861,59,2,173.76
16863,31,2,502.8
16866,140,3,207.74
16869,22,4,808.82
16871,22,6,2812.34
16872,77,3,680.02
16873,4,6,7123.62
16875,67,5,2095.53
16877,12,6,839.52
16878,84,1,13.3
16880,30,7,1463.78
16881,66,1,432.0
16882,66,3,705.12
16883,187,2,268.23
16884,37,2,429.84
16885,15,3,429.31
16887,35,1,189.78
16889,194,3,1578.67
16891,1,5,677.26
16892,1,5,510.84
16893,366,1,145.93
16895,64,1,185.4
16897,299,2,289.78
16898,26,3,493.25
16899,7,6,1260.56
16900,16,3,882.16
16902,116,1,1706.88
16903,29,1,353.16
16904,4,15,3542.13
16905,5,7,2981.62
16906,81,4,539.41
16907,29,5,875.87
16909,72,1,379.14
16910,4,8,1507.86
16912,28,11,2535.78
16913,290,1,113.44
16914,36,1,163.26
16915,9,6,621.68
16916,23,2,549.39
16917,276,1,391.52
16918,49,6,1068.82
16919,156,11,2588.05
16921,61,1,138.57
16923,12,19,6973.15
16924,21,3,813.03
16926,371,1,230.25
16927,115,3,543.05
16928,80,17,2773.85
16929,3,7,1295.39
16930,26,3,377.23
16931,5,19,4511.42
16932,53,1,142.25
16933,1,2,563.23
16934,54,2,911.13
16936,25,1,261.12
16938,8,4,2686.98
16940,52,3,3049.88
16942,12,9,1889.39
16943,211,3,816.73
16945,21,19,4345.5
16947,235,1,406.48
16948,138,3,435.02
16949,3,6,1286.27
16950,56,3,1178.56
16951,134,3,1277.75
16952,109,2,167.61
16953,30,1,20.8
16954,0,9,2085.08
16955,184,4,518.67
16956,17,1,308.74
16957,239,2,416.64
16959,87,1,117.35
16960,38,3,505.1
16961,116,1,234.17
16963,187,1,110.55
16965,226,1,192.07
16966,8,7,2154.97
16967,189,1,319.02
16968,4,2,439.43
16969,39,3,650.41
16971,38,1,357.21
16976,267,1,251.52
16978,77,1,344.33
16979,3,6,1852.0
16980,255,2,977.96
16982,60,1,384.06
16983,12,7,1881.27
16984,88,2,4438.94
16985,17,10,5464.12
16986,29,2,1873.2
16987,3,7,1608.55
16988,5,1,126.12
16989,7,6,1133.25
16990,218,1,179.0
16992,10,5,1614.31
16996,30,6,1456.96
16997,288,3,702.0
16998,149,4,295.0
16999,23,2,484.82
17001,0,11,3989.57
17002,85,3,1493.73
17004,46,2,1211.34
17006,4,4,781.78
17007,50,6,889.93
17010,18,1,195.36
17011,30,1,270.9
17014,8,3,580.53
17015,28,3,1834.66
17017,2,19,8694.26
17018,40,2,920.1
17019,11,4,1243.55
17022,31,1,71.0
17024,45,3,95.85
17025,60,3,357.77
17026,185,2,154.83
17027,78,6,864.83
17029,110,2,716.0
17030,63,1,146.87
17031,11,2,380.35
17033,86,3,1030.14
17034,16,3,745.52
17035,245,2,433.53
17037,87,1,1267.32
17038,30,1,112.4
17040,137,1,449.73
17041,26,3,1061.41
17042,2,5,1028.78
17043,32,4,1735.18
17044,25,1,948.48
17045,113,3,339.44
17046,157,1,642.02
17047,85,3,1100.9
17048,117,3,925.35
17049,2,9,5650.08
17050,96,6,3142.44
17051,194,1,234.64
17052,28,1,384.43
17053,130,1,498.48
17054,28,5,1356.33
17058,81,3,1179.89
17059,29,5,3065.74
17060,266,1,234.24
17061,73,11,5232.23
17062,313,4,523.25
17063,21,7,1461.14
17064,58,3,851.55
17068,12,19,4545.89
17069,28,9,2709.7
17070,114,1,296.34
17071,28,9,2429.03
17073,17,4,1444.84
17075,17,4,834.12
17076,36,3,841.08
17078,36,2,375.86
17079,78,1,118.8
17080,22,2,287.62
17081,25,2,287.66
17082,33,2,2003.85
17083,109,3,1405.78
17084,35,2,2581.09
17085,123,5,1558.15
17086,7,6,2050.08
17088,28,4,1991.01
17090,4,7,1905.35
17091,2,9,3827.76
17092,50,4,1770.28
17094,322,1,302.0
17095,22,3,1324.16
17096,15,4,1022.13
17097,2,8,954.42
17100,18,2,971.74
17101,10,4,1621.73
17102,261,1,25.5
17105,159,2,665.78
17107,33,6,9370.52
17109,29,6,877.54
17110,165,1,163.3
17111,47,1,214.61
17114,5,8,793.62
17115,8,3,837.5
17117,288,1,116.2
17118,317,1,157.02
17119,3,2,606.91
17120,233,1,307.46
17122,119,1,138.32
17123,161,1,345.3
17124,185,1,289.59
17125,50,1,201.65
17126,152,5,975.4
17128,334,1,157.09
17131,5,5,2463.17
17133,15,7,4892.24
17134,106,2,401.4
17135,16,7,1139.73
17138,275,1,380.5
17139,15,12,9370.52
17140,247,1,442.92
17142,239,1,579.0
17144,1,2,984.57
17146,105,3,749.78
17147,22,4,1714.59
17148,51,1,124.88
17152,194,3,1689.5
17153,24,1,213.78
17154,75,1,329.34
17155,17,2,251.7
17157,7,2,319.0
17158,32,3,1266.97
17159,21,3,1538.88
17160,31,6,3518.03
17162,28,10,1715.46
17163,21,2,293.1
17164,32,7,2467.35
17165,284,1,158.68
17166,38,2,206.34
17169,57,2,835.78
17171,289,1,224.91
17172,78,1,317.76
17173,5,8,3766.6
17174,217,1,59.9
17175,44,4,1443.69
17176,201,1,306.13
17179,178,3,711.79
17180,56,4,776.89
17181,57,2,239.92
17183,7,6,3347.31
17186,46,2,144.0
17187,226,1,203.95
17188,11,7,2474.23
17189,106,2,383.1
17190,58,2,444.74
17191,28,7,2092.23
17193,35,7,1699.3
17194,360,1,226.78
17197,29,1,1013.01
17198,23,3,692.22
17201,53,1,236.93
17203,35,6,3556.31
17204,175,4,1564.56
17205,53,1,384.08
17206,53,1,204.24
17211,26,8,2317.22
17212,253,1,226.85
17213,40,7,2781.23
17214,60,6,1049.12
17217,234,1,113.5
17218,4,10,1943.22
17219,31,1,114.23
17220,24,14,3176.85
17221,7,2,333.83
17222,65,1,303.15
17223,310,2,371.99
17226,308,1,393.49
17227,18,6,939.32
17228,15,8,1906.09
17229,96,2,318.76
17230,264,8,3638.41
17231,12,10,3075.12
17232,2,2,414.02
17233,35,1,190.88
17234,182,1,149.89
17235,25,2,550.06
17236,12,6,916.13
17237,11,2,314.69
17238,2,17,3697.55
17239,312,1,382.5
17242,108,2,1135.04
17243,1,19,8406.75
17244,53,1,954.9
17245,204,1,171.45
17247,15,1,277.99
17248,120,1,318.65
17250,3,2,379.42
17251,362,1,256.38
17252,116,2,343.96
17253,18,1,178.26
17254,4,2,269.94
17255,40,2,285.5
17256,107,2,240.0
17259,148,2,559.09
17262,52,5,1253.36
17263,208,1,63.44
17265,138,2,537.12
17266,2,3,286.55
17267,127,2,316.78
17268,107,4,763.64
17272,42,4,2148.63
17274,35,1,103.66
17277,227,2,1065.35
17278,241,1,246.04
17279,57,1,187.83
17282,130,3,1667.51
17284,60,6,1642.38
17286,21,1,148.82
17287,26,7,1034.01
17288,9,7,1415.53
17289,31,3,918.88
17290,3,2,500.78
17291,308,1,550.8
17293,8,9,1833.01
17295,28,3,537.05
17297,17,1,124.58
17298,101,2,498.42
17299,11,4,650.36
17301,21,1,139.25
17302,14,5,1135.63
17303,361,1,250.04
17306,10,19,8631.31
17309,95,1,82.75
17311,78,2,1384.85
17312,138,3,644.3
17313,31,1,2328.84
17314,24,8,2527.92
17315,1,19,6230.12
17317,46,3,2600.34
17320,100,3,1200.62
17321,8,2,613.46
17323,15,7,888.57
17324,17,4,982.73
17325,280,1,96.8
17329,14,2,523.11
17330,22,2,363.9
17331,123,1,175.2
17333,85,1,494.25
17334,302,2,307.02
17337,151,4,1934.05
17338,17,8,6356.01
17339,94,2,243.36
17340,29,11,9370.52
17341,156,3,588.52
17343,355,1,193.64
17344,46,1,154.67
17345,15,4,501.64
17346,3,15,2569.2
17347,86,1,228.96
17348,14,5,1153.68
17349,179,1,85.75
17350,8,4,1276.57
17351,36,3,587.15
17353,129,2,1740.0
17354,50,1,1393.06
17356,311,1,178.22
17357,24,2,380.64
17358,303,2,355.77
17359,11,1,127.86
17360,17,3,553.19
17361,49,3,488.2
17362,239,2,312.23
17364,0,11,4444.18
17365,12,8,4728.12
17367,238,1,166.7
17368,23,8,1860.37
17370,72,4,446.18
17371,17,3,412.91
17372,40,8,1331.68
17373,40,4,646.92
17374,218,2,495.77
17375,199,3,400.1
17376,70,2,203.2
17377,23,19,4015.72
17379,11,1,374.78
17381,8,19,9370.52
17382,65,1,65.4
17383,4,1,187.49
17384,19,2,336.4
17385,14,1,251.11
17386,7,6,2686.42
17387,19,2,709.51
17388,77,4,1259.56
17389,0,19,9370.52
17391,163,2,508.8
17392,306,2,370.63
